#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321A3723A
#Date Time: 2018-01-28 23:22:27.959

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
0.50000000000000089,42.572973040682498,-0.34771708596659323
0.51475114219247986,42.545706404733039,-0.42528143598570978
0.52993747677692526,42.535877503287118,-0.38938882288378807
0.54557184292304506,42.558770543893985,-0.43796511379144931
0.56166745858538625,42.563636587095374,-0.47620671750696886
0.5782379316783488,42.578323733711834,-0.45206624786139571
0.5952972715808944,42.565826848512614,-0.4636244737393298
0.61285990098066345,42.56872335233507,-0.51333701551847355
0.63094066806753191,42.562440350635676,-0.64850383195303607
0.64955485908689559,42.578228563774019,-0.52520846780363684
0.66871821126330966,42.55072881128585,-0.49163369945982538
0.68844692610540004,42.556700707261214,-0.56340940443577381
0.70875768310331155,42.546994371971572,-0.50639337937762718
0.72966765383024923,42.546857517876603,-0.51493833036768422
0.75119451646005564,42.556588660810569,-0.61193479049826749
0.77335647071308111,42.570446962362318,-0.5058266829189364
0.79617225324300567,42.559893762012095,-0.66978282825826341
0.81966115347759505,42.555378526554968,-0.7187920820605882
0.8438430299267935,42.545129634481647,-0.69510933715122292
0.86873832697195819,42.551488292757995,-0.63520981926581044
0.89436809215039736,42.528196346441838,-0.68828825931565518
0.92075399394985225,42.544305152474294,-0.7331811063396998
0.94791834012794651,42.559104347694557,-0.71206428951043677
0.97588409657211816,42.556688759577462,-0.77172692473375548
1.0046749067159464,42.54618684045937,-0.72112850175436449
1.0343151115283133,42.53775991827645,-0.7876109989936424
1.0648297700922811,42.52484470092736,-0.73879588223265102
1.0962446807911104,42.558222976490605,-0.84403844088548396
1.1285864031193094,42.550975439118019,-0.91433784935320261
1.1618822801371316,42.546955934656374,-0.9387133954075324
1.1961604615875803,42.541710859515653,-0.92130821301071819
1.2314499276953794,42.533369888099145,-0.91463725229635884
1.2677805136680869,42.536930310439935,-1.0661605315667941
1.3051829349200306,42.520797281477257,-1.0919882286965219
1.3436888130404352,42.524804111608717,-1.0241653085606686
1.3833307025276433,42.552894322089792,-1.0697906798936003
1.4241421183120571,42.544649042094846,-1.0910920294509339
1.4661575640910955,42.548508124617271,-1.1220809882343303
1.509412561500068,42.53277596317141,-1.240148358837871
1.5539436801436737,42.542898442636819,-1.2492327012834039
1.5997885685134801,42.574311215152811,-1.1977475753084263
1.6469859858175693,42.529420372521557,-1.2335502821909046
1.6955758347491992,42.522851641421298,-1.328540355966652
1.7455991952222356,42.541062325131335,-1.4474973211115696
1.7970983591018355,42.566820082697625,-1.4433099421368496
1.8501168659597989,42.542795977364356,-1.5009228405434101
1.9046995398847515,42.540066370935932,-1.4968995208549956
1.9608925273783335,42.539627090645986,-1.5000630998838744
2.0187433363693876,42.547965797074035,-1.549389672798398
2.0783008763791959,42.572290919388173,-1.6339427432337175
2.1396154998716463,42.551529881980066,-1.7038787616838533
2.2027390448233231,42.538400901280696,-1.7618150553027618
2.2677248785495507,42.541545736937834,-1.8529061139413443
2.3346279428233636,42.560627976091894,-1.7739816572921967
2.4035048003256123,42.55647109488369,-1.8440526015605059
2.4744136824654293,42.558056162766022,-1.9125616768028948
2.5474145386115548,42.523193270948994,-2.0291103915760118
2.6225690867760489,42.535962163642282,-2.0121606530410645
2.6999408657933199,42.534283314507803,-2.0337305145393714
2.7795952890385243,42.538592483754563,-2.2501700002972029
2.8615996997308275,42.549159814359371,-2.2508162801351403
2.9460234278681958,42.564001976851173,-2.2387937752870357
3.0329378488419176,42.563282326472354,-2.3946609120048095
3.1224164437803537,42.539992661670539,-2.4945687892210913
3.2145348616730303,42.559694365954286,-2.5896590546330458
3.3093709833274754,42.542266185442386,-2.6560250139766026
3.4070049872129298,42.516424081379171,-2.7185361261402505
3.5075194172466548,42.547304046740003,-2.8286489435493252
3.6109992525800272,42.550235678048089,-2.8836611378366825
3.7175319794435207,42.547145972275146,-2.921885399164367
3.8272076651112381,42.531246388317136,-2.9905963030935538
3.9401190340476404,42.5301250254157,-3.1539998247965428
4.0563615463006979,42.573810171132621,-3.2037873197558611
4.1760334782078772,42.543829439106993,-3.36233093656341
4.2992360054830696,42.526886532942797,-3.4698585344362414
4.426073288754881,42.53780382376889,-3.5106593872140053
4.5566525616283933,42.542397851764903,-3.5769384299670435
4.6910842213450099,42.53920314324975,-3.6800043256577482
4.8294819221169085,42.543436098063616,-3.8933815860785472
4.9719626712152243,42.549186981181897,-3.9622065404782916
5.1186469278928097,42.546392656296945,-3.9894965512552858
5.2696587052257051,42.54745002795304,-4.1696300022195629
5.4251256749589309,42.525761186848172,-4.3316753868358546
5.5851792754457161,42.52353312964793,-4.4342530830952001
5.7499548227708877,42.506845792845752,-4.5631751870758137
5.9195916251529459,42.526835214458067,-4.7214502129387341
6.0942331007210102,42.530031954817261,-4.8199154568788884
6.2740268987667172,42.49982336426595,-5.1516994902736144
6.459125024573007,42.522711476701716,-5.2457448231228838
6.6496839679259709,42.508621669532197,-5.2798411590178986
6.8458648354178031,42.534838935486896,-5.4630779768096573
7.0478334866532943,42.504354081874645,-5.6679025231893618
7.2557606744743683,42.498886896436048,-5.7901526089548341
7.4698221893219046,42.520492700271845,-5.9942150529077836
7.6901990078563465,42.518398717852989,-6.0984996591531768
7.9170774459630611,42.495150636002521,-6.306933658997437
8.1506493162715987,42.50658822633882,-6.5515872782329794
8.391112090322304,42.480036422049004,-6.6959740734136659
8.6386690655170675,42.489086795702704,-6.9868033722522611
8.8935295369954908,42.491880435308161,-7.0831802471358856
9.1559089745819513,42.491116116018276,-7.2556318899271304
9.4260292049528562,42.484377779203299,-7.537221330341076
9.7041185991783117,42.476116007335136,-7.7207132520661901
9.9904122657966283,42.486893958491535,-7.8801072269132888
10.285152249585131,42.49621607806192,-8.1841784211020112
10.588587736194977,42.508188009912608,-8.4011187698258425
10.900975262823302,42.484500813840931,-8.6169688052259943
11.222578935100502,42.468542582690922,-8.9301826809437301
11.553670650376475,42.448356653137353,-9.091774872154474
11.894530327594021,42.437472195557639,-9.4282635653339923
12.245446143944228,42.47002675983574,-9.6053182372158048
12.606714778503555,42.446130200894594,-10.044546896788155
12.978641663059017,42.464550397124832,-10.177780108808776
13.361541240333072,42.431396621069347,-10.553635037434461
13.755737229826721,42.445029239596266,-10.847479297797172
14.161562901505819,42.414852258174648,-11.188364477777839
14.579361357561512,42.428255009893149,-11.455467187267651
15.009485822483384,42.422729028596549,-11.845971504343204
15.45229994169028,42.412555342885412,-12.110612846302292
15.908178088971695,42.39399334658529,-12.498239885786798
16.377505682999089,42.399525982700297,-12.81916273672568
16.860679513175224,42.372114295311938,-13.220028672139577
17.358108075096553,42.338211039693647,-13.577390295700354
17.870211915912883,42.349689814815505,-13.911885943771093
18.397423989875605,42.342512810532575,-14.429244461103021
18.940190024375557,42.342528634505932,-14.732609747675721
19.498968896779868,42.320547044317067,-15.206711533583078
20.07423302238611,42.329233855637739,-15.626199952917933
20.666468753822496,42.280118393421581,-16.101610265799877
21.276176792230569,42.284298869765834,-16.361709320822342
21.903872610579636,42.26559546990962,-16.924689318149372
22.550086889468844,42.262349575465201,-17.406721966375276
23.215365965787512,42.239136495445806,-17.82237224657197
23.900272294610993,42.203326972515029,-18.294512944255711
24.605384924724586,42.194446415729239,-18.913702826656092
25.331299988175157,42.178507628077639,-19.368719129841452
26.078631204267033,42.140587977235342,-19.969077211149266
26.848010398425696,42.133751734250218,-20.352149820766929
27.640088036370411,42.084677214175443,-20.931009780867885
28.455533774044678,42.05930743826427,-21.526840505800941
29.295037023772377,42.04017896897777,-22.170213601846246
30.159307537115513,42.034150151077881,-22.659812712591282
31.04907600492896,42.027183821237053,-23.245470380018549
31.965094675116539,41.98946395003037,-23.833235447329166
32.908137988613994,41.948404782934396,-24.519593026859884
33.879003234133442,41.943869448633649,-24.995210476888644
34.878511222225825,41.895969237700584,-25.612257252076496
35.907506979227875,41.884361728339641,-26.458067550401182
36.966860461683979,41.839296431394231,-27.090010402840644
38.057467291843558,41.8093701277364,-27.673238507855299
39.180249514858829,41.770566061713311,-28.482098977400895
40.336156378319799,41.712682064900719,-28.995971232573151
41.526165134789203,41.677622898709629,-29.706864190697139
42.751281868012384,41.657690827117221,-30.369337300252283
44.012542343504059,41.616956984726734,-31.248309478853692
45.311012884227111,41.56678126138015,-31.935053409364315
46.647791272108066,41.505716173387142,-32.608454901758151
48.024007676148045,41.46877262371148,-33.432349663885297
49.440825607915158,41.398887872127396,-34.047383441312476
50.899442905226977,41.338255816102425,-34.940042185953828
52.401092744852896,41.301557867229079,-35.652471767379311
53.947044685094205,41.227456567594857,-36.269473009288163
55.538605739121877,41.168321857047928,-37.113717210640843
57.177121479981494,41.112256773415112,-37.894220201208071
58.863977178197189,41.03929287578147,-38.735167168189747
60.600598972938144,40.983707200572383,-39.498496586324066
62.388455077736545,40.906678448854649,-40.3799550370384
64.22905702177809,40.864729731112455,-41.197737359157529
66.123960927812263,40.783882011002355,-41.957604094915283
68.074768827764544,40.712317605117939,-42.757919997468221
70.083130017161508,40.619119094754666,-43.488334563174945
72.150742449515775,40.566741086014517,-44.311621427157746
74.279354171847388,40.459548165923707,-44.996008070630978
76.470764802556218,40.410908233434796,-45.976687771564457
78.726827052896454,40.346107557085141,-46.85011056419421
81.049448293336383,40.243417024296718,-47.616054839892115
83.4405921661305,40.17364361326527,-48.470968639674027
85.902280245464951,40.03922510502106,-49.167002482168527
88.436593746583,39.952454147040065,-50.022272308453481
91.045675285331669,39.859431632421845,-50.788453046434583
93.731730689620235,39.76130338004117,-51.61705921992035
96.497030864319683,39.644195466842106,-52.448030614124534
99.34391371118268,39.541377836259841,-53.192423723235621
